ID,code,user_id,user_code,department_id,department_ids,department_parent_id,department_parent_code,title,date_suggest,desc,is_detail,type,app_approval_status,app_approval_status_step,app_approval_current_node_deadline,app_approval_ids,app_approval_id_codes,app_approval_current_id,app_approval_current_code,project_id,plan_id,created_by_id,created_by_code,date_created,total_price,product_type_ids,service_type_ids,app_approval_version_id,details,product_category,last_comments,num_file
9,DX00007,9,,5,5,,,Mua đồ khấu hao dự trù đám thiết kế 240114,2024-07-03 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-07-03 15:38:30,0.00000,"5,5,5",,14,,0,,0
10,DX00008,24,,12,12,,,Trang bị lắp đặt máy lạnh Sharp 2HP cho phòng Marketing,2024-07-12 00:00:00,,0,ARISE,APPROVED,,,24,,1,,,,24,,2024-07-12 08:47:38,0.00000,18,,14,,0,,0
11,DX00009,9,,5,5,,,Vật tư bổ sung tháng 7,2024-07-15 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-07-15 11:41:08,0.00000,"5,5,5,4",,14,,0,,0
12,DX00010,9,,5,5,,,mua cồn rửa tay cho vận hành vệ sinh,2024-07-23 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-07-23 12:02:05,0.00000,4,,14,,0,,0
13,DX00011,25,,6,6,,,Điện thoại Hotline,2024-07-23 00:00:00,,0,ARISE,APPROVED,,,,,5,,,,25,,2024-07-23 14:19:59,0.00000,18,,14,,0,,0
14,DX00012,21,,10,10,,,Dụng cụ hỗ trợ quay Video Marketing,2024-07-25 00:00:00,,0,ARISE,APPROVED,,,,,5,,,,21,,2024-07-25 13:54:18,0.00000,"18,18,18,18",,14,,0,,1
15,DX00013,25,,6,6,,,Bàn làm việc đặt ở PV MĐQ,2024-07-30 00:00:00,,0,ARISE,APPROVED,,,12,,12,,,,25,,2024-07-30 09:57:52,0.00000,,,14,,0,,0
16,DX00014,25,,6,6,,,Bàn làm việc đặt ở PV MĐQ,2024-07-31 00:00:00,,0,ARISE,APPROVED,,,12,,12,,,,25,,2024-07-31 16:35:52,0.00000,,,14,,0,,0
17,DX00015,2,,4,4,,,Đồng phục vest đạo tỳ,2024-08-01 00:00:00,,1,ARISE,APPROVED,,,,,6,,,,2,,2024-08-01 10:28:22,31800000.00000,18,,14,,0,,0
18,DX00016,21,,10,10,,,In Ấn Tờ Rơi Hộc Lưu Tro Cốt và Bìa Hồ Sơ Blackstones,2024-08-05 00:00:00,,0,ARISE,APPROVED,,,,,5,,,,21,,2024-08-05 14:54:30,0.00000,"19,19",,14,,0,,2
19,DX00017,9,,5,5,,,Mua thêm bàn phật thay thế,2024-08-05 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-08-05 17:37:09,0.00000,5,,15,,0,,0
20,DX00018,25,,6,6,,,ĐỒNG PHỤC THÁP CỐT,2024-08-07 00:00:00,,0,ARISE,APPROVED,,,12,,12,,,,25,,2024-08-07 10:17:24,0.00000,19,,14,,0,,0
21,DX00019,21,,10,10,,,In namecard cho Sales Tháp Tứ Ân - Minh Đăng Quang,2024-08-07 00:00:00,Nhân sự: Hưng (PTTT)  và Thắng (PTTT): Mỗi người 2 Hộp<div>Nhân sự: Sales còn lại mỗi người : 5 hộp</div>,0,ARISE,APPROVED,,,,,5,,,,21,,2024-08-07 15:36:02,0.00000,19,,14,,0,,1
22,DX00020,9,,5,5,,,mua rèm trắng cho đám đặc biệt 240804,2024-08-12 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-08-12 10:00:08,0.00000,5,,14,,0,,0
23,DX00021,9,,5,5,,,Vật tư khấu hao tháng 8,2024-08-13 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-08-13 10:03:29,0.00000,5,,14,,0,,0
24,DX00022,25,,6,6,,,ĐỒNG PHỤC THÁP CỐT MÀU ĐEN,2024-08-13 00:00:00,"<span style=""color:rgb(8,28,54);font-family:SegoeuiPc, 'Segoe UI', 'San Francisco', 'Helvetica Neue', Helvetica, 'Lucida Grande', Roboto, Ubuntu, Tahoma, 'Microsoft Sans Serif', Arial, sans-serif;font-size:15px;font-style:normal;font-weight:400;letter-spacing:0.2px;text-indent:0px;text-transform:none;background-color:rgb(255,255,255);float:none;"">Áo đen (đồng phục Sales - Trực dự án, trực đám,..)</span><div><span style=""color:rgb(8,28,54);font-family:SegoeuiPc, 'Segoe UI', 'San Francisco', 'Helvetica Neue', Helvetica, 'Lucida Grande', Roboto, Ubuntu, Tahoma, 'Microsoft Sans Serif', Arial, sans-serif;font-size:15px;font-style:normal;font-weight:400;letter-spacing:0.2px;text-indent:0px;text-transform:none;background-color:rgb(255,255,255);float:none;""><span style=""color:rgb(8,28,54);font-family:SegoeuiPc, 'Segoe UI', 'San Francisco', 'Helvetica Neue', Helvetica, 'Lucida Grande', Roboto, Ubuntu, Tahoma, 'Microsoft Sans Serif', Arial, sans-serif;font-size:15px;font-style:normal;font-weight:400;letter-spacing:0.2px;text-indent:0px;text-transform:none;background-color:rgb(255,255,255);float:none;"">Note: đồng phục cấp 1 lần, nhân viên tự đặt mua thêm khi có nhu cầu</span><br /><br /></span></div>",0,ARISE,APPROVED,,,12,,12,,,,25,,2024-08-13 10:24:03,0.00000,19,,14,,0,,0
25,DX00023,25,,6,6,,,ĐỒNG PHỤC THÁP CỐT MÀU TRẮNG,2024-08-13 00:00:00,"<span style=""color:rgb(8,28,54);font-family:SegoeuiPc, 'Segoe UI', 'San Francisco', 'Helvetica Neue', Helvetica, 'Lucida Grande', Roboto, Ubuntu, Tahoma, 'Microsoft Sans Serif', Arial, sans-serif;font-size:15px;font-style:normal;font-weight:400;letter-spacing:0.2px;text-indent:0px;text-transform:none;background-color:rgb(255,255,255);float:none;"">Áo trắng (Office - Hưng, Thắng, Bảo, bổ sung cho PTTT và MKT khi thực hiện event). </span><div><span style=""color:rgb(8,28,54);font-family:SegoeuiPc, 'Segoe UI', 'San Francisco', 'Helvetica Neue', Helvetica, 'Lucida Grande', Roboto, Ubuntu, Tahoma, 'Microsoft Sans Serif', Arial, sans-serif;font-size:15px;font-style:normal;font-weight:400;letter-spacing:0.2px;text-indent:0px;text-transform:none;background-color:rgb(255,255,255);float:none;""><span style=""color:rgb(8,28,54);font-family:SegoeuiPc, 'Segoe UI', 'San Francisco', 'Helvetica Neue', Helvetica, 'Lucida Grande', Roboto, Ubuntu, Tahoma, 'Microsoft Sans Serif', Arial, sans-serif;font-size:15px;font-style:normal;font-weight:400;letter-spacing:0.2px;text-indent:0px;text-transform:none;background-color:rgb(255,255,255);float:none;"">Note: đồng phục cấp 1 lần, nhân viên tự đặt mua thêm khi có nhu cầu</span><br /></span></div>",0,ARISE,APPROVED,,,12,,12,,,,25,,2024-08-13 10:27:21,0.00000,19,,14,,0,,0
26,DX00024,2,,4,4,,,Mua máy giặt thay thế cái bị hư,2024-08-14 00:00:00,,1,ARISE,APPROVED,,,,,4,,,,2,,2024-08-14 11:09:31,6790000.00000,18,,14,,0,,1
27,DX00025,24,,12,12,,,Trang bị lắp đặt máy lạnh Sharp 2HP cho phòng trực Vận hành,2024-08-14 00:00:00,,0,ARISE,APPROVED,,,24,,5,,,,24,,2024-08-14 15:30:26,0.00000,18,,14,,0,,0
28,DX00026,2,,4,4,,,Mua mẫu nên điện tử,2024-08-14 00:00:00,,1,ARISE,APPROVED,,,,,5,,,,2,,2024-08-14 16:06:04,510000.00000,5,,14,,0,,0
29,DX00027,2,,4,4,,,Mua máy cắt,2024-08-14 00:00:00,,1,ARISE,APPROVED,,,,,4,,,,2,,2024-08-14 16:15:27,2268000.00000,18,,14,,0,,0
30,DX00028,9,,5,5,,,Đồ tiêu hao tháng 8,2024-08-21 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-08-21 14:50:43,0.00000,"4,4",,14,,0,,0
31,DX00029,2,,4,4,,,Mua sắt làm kệ nhà có tang và khung rạp,2024-08-22 00:00:00,,1,ARISE,APPROVED,,,,,5,,,,2,,2024-08-22 10:27:57,12800000.00000,"19,19,19,19,19",,15,,0,,0
32,DX00030,21,,10,10,,,Brochure Hộc Lưu Tro Cốt (catalogue),2024-08-23 00:00:00,,0,ARISE,APPROVED,,,,,5,,,,21,,2024-08-23 17:59:20,0.00000,19,,14,,0,,1
33,DX00031,20,,9,9,,,ĐỒNG PHỤC NHÂN VIÊN VẬN HÀNH MỚI,2024-08-26 00:00:00,Đồng phục nhân viên vận hành Trần Thị Yến Nhi,0,ARISE,APPROVED,,,18,,18,,,,20,,2024-08-26 11:46:32,0.00000,"19,19,19,19",,15,,0,,0
34,DX00032,20,,9,9,,,"MUA SẮT LÀM KHUNG RẠP, KHUNG CỔNG HOA, KỆ NHÀ CÓ TANG",2024-08-26 00:00:00,"MUA SẮT LÀM KHUNG RẠP, KHUNG CỔNG HOA, KỆ NHÀ CÓ TANG",0,ARISE,APPROVED,,,18,,18,,,,20,,2024-08-26 12:15:10,0.00000,"19,19,19,19,19",,15,,0,,0
35,DX00033,21,,10,10,,,Tờ rơi Kế hoạch trăm tuổi - Leaveleft,2024-08-28 00:00:00,Tờ rơi Kế hoạch trăm tuổi:<div>Kích thước: A5</div><div>In 2 mặt 4 màu</div><div>Chất liệu: C200</div>,0,ARISE,APPROVED,,,,,5,,,,21,,2024-08-28 15:26:34,0.00000,19,,15,,0,,1
36,DX00034,9,,5,5,,,Mua đồ bổ sung tháng 9,2024-09-04 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-09-04 17:32:52,0.00000,"5,5,5",,15,,0,,0
37,DX00035,20,,9,9,,,MUA VÁN MDF LÀM MẶT BÀN,2024-09-13 00:00:00,,0,ARISE,APPROVED,,,18,,18,,,,20,,2024-09-13 10:35:07,0.00000,"19,19",,15,,0,,0
38,DX00036,9,,5,5,,,mua đồ bổ sung tháng 9/2024 lần 2,2024-09-23 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-09-23 10:56:46,0.00000,"5,5,5,5",,15,,0,,0
39,DX00037,20,,9,9,,,MAY RÈM LINH ĐƯỜNG KEM VÀ TRẮNG,2024-09-23 00:00:00,,0,ARISE,APPROVED,,,18,,18,,,,20,,2024-09-23 17:36:16,0.00000,"5,5",,15,,0,,0
40,DX00038,20,,9,9,,,MUA BẠT XÁM+ BẠT TRONG,2024-09-24 00:00:00,,0,ARISE,APPROVED,,,18,,18,,,,20,,2024-09-24 15:22:07,0.00000,"5,5",,15,,0,,0
41,DX00039,21,,10,10,,,Brochure Kế hoạch trăm tuổi,2024-09-24 00:00:00,Chất liệu in giống như cuốn brochure hộc lưu tro cốt,0,ARISE,APPROVED,,,,,5,,,,21,,2024-09-24 17:33:14,0.00000,19,,15,,0,,1
42,DX00040,21,,10,10,,,Namecard Tháp Tứ Ân - Nhân sự mới,2024-09-25 00:00:00,MKT hỗ trợ đăng ký cho Tháp Tứ Ân gửi đề xuất làm thêm Namecard cho các bạn nhân viên mới.<div><div>Số lượng tổng: 20 hộp</div><div>Nhân viên mới: 4 người</div><div>Mỗi nhân viên: 5 hộp</div></div>,0,ARISE,APPROVED,,,,,5,,,,21,,2024-09-25 12:04:38,0.00000,19,,15,,0,,1
43,DX00041,21,,10,10,,,Tìm nhà cung cấp và thi công Dán decal xe Tải va xe Vans,2024-09-30 00:00:00,Nhờ anh Cường tìm nhà cung cấp và thi công dán Decal xe Tải và xe vans cho Blackstones ,0,ARISE,APPROVED,,,,,5,,,,21,,2024-09-30 11:31:41,0.00000,19,,15,,0,,2
44,DX00042,21,,10,10,,,In Giấy Chứng Nhận Sở Hữu Cổ Phần (Cổ Đông),2024-10-07 00:00:00,"<div><b>Mỗi file in 3 bộ</b></div>- In màu 2 mặt<div>- IN chỉ có 2 màu trắng đen
<br />- Ép nhũ vàng chữ GIẤY CHỨNG NHẬN SỞ HỮU CỔ PHẦN (File anh Vũ anh Khôi only)
<br />- Chất liệu giấy: Lanvi Curious Metallic Ice Gold 250 
<br />- In mỗi bộ 3 bản</div>",0,ARISE,APPROVED,,,,,5,,,,21,,2024-10-07 12:03:36,0.00000,19,,15,,0,,1
45,DX00043,2,,4,4,,,Mua bổ sung quạt hơi nước ngoài kề hoạch,2024-10-10 00:00:00,,1,ARISE,APPROVED,,,,,5,,,,2,,2024-10-10 10:41:21,12870000.00000,,,15,,0,,0
46,DX00044,21,,10,10,,,In brochure Tang lễ việt ( Tái bản lần 2),2024-10-15 00:00:00,Chất liệu giấy và khổ in như cuốn Kế hoạch 100 tuổi,0,ARISE,APPROVED,,,,,5,,,,21,,2024-10-15 11:57:13,0.00000,19,,15,,0,,1
47,DX00045,21,,10,10,,,thi công Dán decal xe Tải va xe Vans,2024-10-21 00:00:00,,0,ARISE,APPROVED,,,,,5,,,,21,,2024-10-21 14:34:51,0.00000,19,,15,,0,,0
48,DX00046,20,,9,9,,,ĐỀ XUẤT MUA VẬT TƯ BỔ SUNG CHO ĐÁM,2024-10-28 00:00:00,Mua bổ sung càng sớm càng tốt ạ,0,ARISE,APPROVED,,,18,,18,,,,20,,2024-10-28 11:35:49,0.00000,"5,5,5,5",,15,,0,,0
49,DX00047,21,,10,10,,,Namecard Blackstones,2024-10-29 00:00:00,In 20 họp namecard để cho vận hành các đám tang lễ của Blackstones,0,ARISE,APPROVED,,,,,5,,,,21,,2024-10-29 11:47:27,0.00000,19,,15,,0,,1
50,DX00048,20,,9,9,,,MUA BỔ SUNG BÀN ỦI CẦM TAY,2024-11-04 00:00:00,Bổ sung càng sớm càng tốt ạ,0,ARISE,APPROVED,,,18,,18,,,,20,,2024-11-04 11:44:45,0.00000,5,,15,,0,,0
51,DX00049,9,,5,5,,,vât tư  phát sinh tháng 11,2024-11-04 00:00:00,rèm bàn linh thấp 75 cm,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-11-04 16:32:57,0.00000,"4,5,5",,15,,0,,0
52,DX00050,20,,9,"9,9",,,VẬT TƯ CẢI TIẾN 2024,2024-11-07 00:00:00,Vật tư cải tiến sản phẩm theo đề xuất PGĐ VH,0,PLAN,APPROVED,,,18,,18,,,1,20,,2024-11-07 16:38:07,0.00000,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",,15,,0,,0
53,DX00051,9,,5,5,,,mua vật tư bổ sung tháng 11,2024-11-11 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-11-11 15:00:29,0.00000,"5,4,5,4,5,5,5",,15,,0,,0
54,DX00052,2,,4,4,,,Đề xuất mua bạt rạp mới thay thế,2024-11-11 00:00:00,,0,ARISE,APPROVED,,,,,4,,,,2,,2024-11-11 15:04:11,0.00000,"5,5,5,5,5,5,5,5,5,5",,15,,0,,0
55,DX00053,21,,10,10,,,Thi công dán decal xe 16 chỗ (trắng+đen),2024-11-13 00:00:00,,0,ARISE,APPROVED,,,,,5,,,,21,,2024-11-13 09:31:30,0.00000,19,,15,,0,,0
56,DX00054,21,,10,10,,,"Mua xe nâng tay hỗ trợ nâng và di chuyển hòm, hàng hóa nặng",2024-11-13 00:00:00,,0,ARISE,APPROVED,,,,,5,,,,21,,2024-11-13 09:32:24,0.00000,18,,15,,0,,0
57,DX00055,21,,10,10,,,Decal dán viềng quan tài Lexur (DVT Cái),2024-11-15 00:00:00,Kích thước:<div>Chiều cao: 6cm</div><div>Loại decal trong </div>,0,ARISE,APPROVED,,,,,5,,,,21,,2024-11-15 16:02:07,0.00000,19,,15,,0,,1
58,DX00056,21,,10,10,,,Decal dán viềng quan tài Lexur (DVT cuộn),2024-11-15 00:00:00,,0,ARISE,APPROVED,,,,,5,,,,21,,2024-11-15 16:53:59,0.00000,19,,15,,0,,1
59,DX00057,20,,9,9,,,BỔ SUNG VẬT TƯ ĐÁM,2024-11-20 00:00:00,Nơ ghế và quây bàn đen đã may xong,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2024-11-20 10:27:53,0.00000,"5,5,5",,26,,0,,0
62,DX00058,21,,10,10,,,Đèn chiếu Chữ - Chiếu Logo Outdoor,2024-11-27 00:00:00,"<div><br style=""font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:normal;text-indent:0px;text-transform:none;"" /></div>Chữ trên tấm phim: Vô Cùng Thương Tiếc<div>Liên hệ: Tuấn Trí :   <span style=""color:rgb(255,0,0);font-family:Arial;font-size:8pt;letter-spacing:inherit;"">092 666 2899 - 0967 396.615</span></div><div>File báo giá và thông tin chi tiết sản phẩm - File đính kèm</div><div>Địa chỉ: </div><div>HCM:   <span style=""color:rgb(0,0,0);font-family:Arial;font-size:8pt;letter-spacing:inherit;"">No.104 Tran Ba Giao Street,5 Ward, Go Vap Ward, Ho Chi Minh City</span><br /> 
<br style=""font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:normal;text-indent:0px;text-transform:none;"" /></div>",0,ARISE,APPROVED,,,5,,5,,,,21,,2024-11-27 09:41:21,0.00000,5,,26,,0,,1
65,DX00059,9,,5,5,,,mua thùng đựng rèm mới,2024-11-29 00:00:00,,0,ARISE,APPROVED,,,2,,2,,,,9,,2024-11-29 10:46:22,0.00000,5,,26,,0,,0
67,DX00060,20,,9,9,,,"MUA CÔNG CỤ, DỤNG CỤ SỬA ĐỒ KHO",2024-12-02 00:00:00,"Mua máy để cắt gỗ, cắt sắt, sửa chữa đồ kho,....<br />",0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2024-12-02 17:12:46,0.00000,18,,26,,0,,0
70,DX00061,20,,9,9,,,ĐỒNG PHỤC NHÂN VIÊN VẬN HÀNH MỚI- HÙNG VÀ AN,2024-12-04 00:00:00,mỗi nhân viên: 2 áo sơ mi đen + 2 quần tây đen<br />giày búp bê: Thuận An<br />Hùng đã cấp giày tây,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2024-12-04 15:10:52,0.00000,"19,19,19",,26,,0,,0
73,DX00062,20,,9,"9,9",,,ĐỀ XUẤT VẬT TƯ CẢI TIẾN 2024-ĐỢT 2,2024-12-14 00:00:00,,0,PLAN,APPROVED,,,"18,5",,5,,,4,20,,2024-12-14 10:22:04,0.00000,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",,26,,0,,0
76,DX00063,20,,9,9,,,MUA BỔ SUNG ĐỒ KHO- ĐÈN NĂNG LƯỢNG MẶT TRỜI,2024-12-14 00:00:00,,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2024-12-14 11:21:49,0.00000,5,,26,,0,,0
79,DX00064,21,,10,10,,,Namecard Blackstones - Thanh Biển - PTTT,2024-12-23 00:00:00,In namecard Blackstones <div>Nhân sự: Thanh Biển - PTTT</div><div>Số lượng: 5 hộp</div>,0,ARISE,APPROVED,,,5,,5,,,,21,,2024-12-23 17:23:51,0.00000,19,,26,,0,,1
82,DX00065,20,,9,9,,,LY SÁI TỊNH,2024-12-25 00:00:00,,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2024-12-25 14:41:39,0.00000,5,,26,,0,,0
85,DX00066,20,,9,9,,,CB KHỐI PANASONIC,2024-12-27 00:00:00,"Dùng mang đi đám, bảo vệ quá tải, ngắn mạch, chống giật",0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2024-12-27 10:48:00,0.00000,5,,26,,0,,0
86,DX00067,21,,10,10,,,Tờ rơi (Leaflet) Wecare - Blackstones - Genki,2024-12-30 00:00:00,Tờ rơi (Leaflet) Wecare - Blackstones - Genki:<div><br /><div>- Kích thước: A4</div><div>- Số lượng: 1000 tờ</div><div>- Loại giấy: F150</div></div>,0,ARISE,APPROVED,,,5,,5,,,,21,,2024-12-30 10:55:06,0.00000,19,,26,,0,,1
89,DX00068,21,,10,10,,,Mua điện thoại - Phục vụ Tiktok - bộ phận MKT,2024-12-30 00:00:00,,0,ARISE,APPROVED,,,5,,5,,,,21,,2024-12-30 15:04:38,0.00000,18,,26,,0,,0
90,DX00069,20,,9,9,,,BỔ SUNG DỤNG CỤ LÀM ĐÁM,2025-01-07 00:00:00,,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-01-07 15:38:37,0.00000,5,,26,,0,,0
92,DX00070,20,,9,9,,,MUA KHĂN BÀN BỔ SUNG ĐỒ ĐÁM,2025-01-10 00:00:00,Mua khăn bàn cho đám thiết kế Bình Dương 250106,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-01-10 15:59:00,0.00000,5,,26,,0,,0
93,DX00071,21,,10,10,,,Bộ lưu trữ dữ liệu NAS toàn công ty cho Blackstones,2025-01-13 00:00:00,Link sản phẩm:<div>1. Ổ cứng HDD WD Red Plus</div><div>https://memoryzone.com.vn/hdd-wd-red-plus-10tb-3-5-inch-sata-iii-256mb-cache-7200rpm-wd101efbx<br /></div><div>2. Thiết bị lưu trữ mạng NAS Synology</div><div>https://memoryzone.com.vn/thiet-bi-luu-tru-mang-nas-synology-ds223j<br /></div>,0,ARISE,APPROVED,,,5,,5,,,,21,,2025-01-13 10:31:50,0.00000,"19,19",,26,,0,,0
94,DX00072,20,,9,9,,,BỔ SUNG DỤNG CỤ LÀM ĐÁM,2025-01-15 00:00:00,Đã mua gấp dùng cho đám thiết kế 250106,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-01-15 14:44:32,0.00000,5,,26,,0,,0
96,DX00073,20,,9,9,,,BỔ SUNG ĐỒ LÀM ĐÁM-RÈM BÀN PHẬT,2025-02-03 00:00:00,,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-02-03 11:01:14,0.00000,5,,26,,0,,0
99,DX00074,20,,9,9,,,MAY ĐỒNG PHỤC VẬN HÀNH-ĐỢT 1 NĂM 2025,2025-02-10 00:00:00,"<div><b>May đồng phục vận hành-đợt 1 năm 2025</b></div><div>-Tổng 20 người đã gồm quản lý và nhân viên (trừ Hùng và An vừa cấp đồng phục T1/2025)</div><div>-Áo thun đen BLS đề xuất may 100 cái dùng cho cả đợt 1 và đợt 2 cấp đồng phục vận hành + dự trù cho tiktok và MKT</div><div>Kích thước áo thun: 6 size M, 19 size L, 25 size XL, 30 size XXL, 20 size XXXL</div>",0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-02-10 13:49:11,0.00000,"19,19,19,19",,26,,0,,0
102,DX00075,20,,9,9,,,MUA BỔ SUNG MICRO -LOẠI CÓ DÂY,2025-02-10 00:00:00,,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-02-10 18:07:42,0.00000,5,,26,,0,,0
105,DX00076,21,,10,10,,,Brochure Blackstones 2025 - Cập nhật và tái bản lần 2,2025-02-11 00:00:00,,0,ARISE,APPROVED,,,5,,5,,,,21,,2025-02-11 14:19:56,0.00000,19,,26,,0,,1
108,DX00077,24,,12,12,,,Đề xuất mua Laptop thay thế cho vị trí Thiết kế Vận hành,2025-02-13 00:00:00,"<font face=""Times New Roman, serif""><span style=""font-size:16px;""><b>https://cohotech.vn/shop/8228</b></span></font>",0,ARISE,APPROVED,,,"24,5",,5,,,,24,,2025-02-13 16:08:34,0.00000,18,,26,,0,,0
111,DX00078,20,,9,9,,,MUA VẬT TƯ BỔ SUNG LÀM ĐÁM,2025-02-18 00:00:00,"20 đèn led: gồm 10 đèn vàng, 10 đèn trắng<br />Có càng sớm càng tốt ạ",0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-02-18 13:49:54,0.00000,"5,5,5,5",,26,,0,,0
114,DX00079,20,,9,9,,,MUA BỔ SUNG VẬT TƯ LÀM ĐÁM,2025-02-18 00:00:00,Càng sớm càng tốt ạ,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-02-18 16:51:01,0.00000,5,,26,,0,,0
117,DX00080,24,,12,12,,,"Đề xuất mua màn hình cho phòng MKT, Admin Vận Hành, Thu mua, TCKT",2025-02-20 00:00:00,<br />,1,ARISE,APPROVED,,,"24,5",,5,,,,24,,2025-02-20 11:27:41,6270000.00000,18,,26,,0,,0
120,DX00081,20,,9,9,,,BỔ SUNG VẬT TƯ,2025-02-27 00:00:00,"Đệm ghế đã cũ, còn 50 cái mới dùng được, mua thêm 120 cái mới bổ sung",0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-02-27 12:02:13,0.00000,5,,26,,0,,0
123,DX00082,20,,9,9,,,BỔ SUNG VẬT TƯ ĐÁM,2025-03-05 00:00:00,,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-03-05 15:25:06,0.00000,5,,26,,0,,0
124,DX00083,21,,10,10,,,Voucher Đặc Quyền Hệ Sinh Thái Blackstones 2025 - Lần 1,2025-03-10 00:00:00,,0,ARISE,APPROVED,,,5,,5,,,,21,,2025-03-10 09:58:17,0.00000,19,,26,,0,,1
127,DX00084,20,,9,9,,,ĐỀ XUẤT VẬT TƯ CẢI TIẾN,2025-03-10 00:00:00,VẬT TƯ CẢI TIẾN-đề xuất của anh Thức<br />Thu mua mua gỗ về anh Thức tự đóng theo mẫu mới,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-03-10 18:05:26,0.00000,"5,5,5",,26,,0,,0
130,DX00085,20,,9,9,,,BỔ SUNG VẬT TƯ ĐÁM (NẾN ĐIỆN),2025-03-12 00:00:00,Bổ sung đồ làm đám,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-03-12 13:57:11,0.00000,5,,26,,0,,0
131,DX00086,20,,9,9,,,MUA RÈM BỔ SUNG ĐỒ LÀM ĐÁM,2025-03-17 00:00:00,Bổ sung rèm để có thể vận hành 8 đám cùng 1 lúc,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-03-17 16:45:12,0.00000,"5,5,5,5",,26,,0,,0
134,DX00087,24,,12,12,,,Đề xuất mua giường tầng cho phòng White Lady,2025-03-21 00:00:00,,1,ARISE,APPROVED,,,"24,5",,5,,,,24,,2025-03-21 16:54:42,3000000.00000,19,,26,,0,,0
137,DX00088,20,,9,9,,,"MUA RÈM KEM MỚI, TÚI ĐỰNG ĐỒ VS-BỔ SUNG ĐỒ LÀM ĐÁM",2025-03-28 00:00:00,,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-03-28 10:22:08,0.00000,"5,5,5",,26,,0,,0
138,DX00089,20,,9,9,,,MUA LOA-BỔ SUNG ĐỒ LÀM ĐÁM,2025-04-10 00:00:00,Bổ sung càng sớm càng tốt ạ,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-04-10 10:47:00,0.00000,5,,26,,0,,0
141,DX00090,38,,4,4,,,KHAY GỖ CHỮ NHẬT - ĐỰNG ĐỒ TANG,2025-04-16 00:00:00,Thay cho mẫu khay gỗ tròn,0,ARISE,APPROVED,,,2,,2,,,,38,,2025-04-16 14:26:52,0.00000,5,,26,,0,,0
144,DX00091,20,,9,9,,,MUA TẤM MICA LÓT BÁT NHANG,2025-04-16 00:00:00,Tấm mica lót bát nhang sẽ được chuyển thành hàng tiêu hao dùng cho tất cả các đám BLS (đối với đám TLV thì ko để lại cho khách).,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-04-16 16:34:54,0.00000,4,,26,,0,,0
145,DX00092,38,,4,4,,,Đề xuất mua sọt rác kim loại bổ sung 5 đám mới,2025-04-17 00:00:00,,0,ARISE,NO_APPROVED,,,2,,2,,,,38,,2025-04-17 14:00:20,0.00000,5,,26,,0,,0
148,DX00093,20,,9,9,,,MAY LA PHÔNG CHO KHUNG RẠP KHÔNG GIAN MỚI- MAY DEMO 1 RẠP,2025-04-21 00:00:00,May càng sớm càng tốt ạ,0,ARISE,APPROVED,,,"18,5",,5,,,,20,,2025-04-21 11:47:28,0.00000,"5,5,5",,26,,0,,0
